-3.717018123462759172e-02,2.113446442126556968e-02,7.862044759649382264e-02
-2.940009676774529845e-02,2.119223946518766430e-02,1.653488223141335034e-01
-5.054280041042887028e-02,2.108079520510038052e-02,1.650397443996044072e-02
-3.276104838238622780e-02,2.112544877148294503e-02,1.209529973555772686e-01
-9.524112894933781104e-03,2.121145531069347154e-02,6.534258934906616023e-01
-1.201283027840308222e-02,2.120625524224969971e-02,5.710703833532495555e-01
-4.165007150020880872e-02,2.111745058287059842e-02,4.857470125983086306e-02
-4.766813658859667818e-02,2.117065327023277474e-02,2.434668364493228557e-02
-8.143897714544283406e-02,2.102866493357323507e-02,1.076096819876881845e-04
-4.010209780826760190e-02,2.117314795191051202e-02,5.822403450399856600e-02
-3.859261119863682810e-02,2.113448821527904101e-02,6.784288039710489882e-02
-7.808791739574184876e-02,2.100059771180358414e-02,2.005152743304286402e-04
-3.377800297190382273e-02,2.113862851838092805e-02,1.100590377790926916e-01
-1.182250472449731908e-02,2.124435183898330110e-02,5.778683569136657816e-01
-3.057650942860571860e-02,2.121981538253091965e-02,1.496012527980549733e-01
-3.238684430483792370e-02,2.118931294746488961e-02,1.264003928642491725e-01
-1.901994635548476600e-02,2.113220868247715073e-02,3.680961123285039216e-01
-4.597167397831429525e-02,2.117337340660662565e-02,2.991589450413862511e-02
-6.555907150576634201e-02,2.114868166876867489e-02,1.935775464870958607e-03
-4.560381714916462298e-02,2.114672296134540580e-02,3.104129073296856348e-02
-6.263927327300930492e-02,2.105229758919120384e-02,2.925946330910216778e-03
-3.954697297246740489e-02,2.110896159731515120e-02,6.100372937883696139e-02
-7.020568081066862198e-02,2.114521115937257126e-02,8.996287530545633414e-04
-5.933272282209801213e-02,2.103333300099419559e-02,4.789059232803908120e-03
-2.455856249073587114e-02,2.114204860408361655e-02,2.453987734071618743e-01
-2.824696876073247084e-02,2.125059072795802348e-02,1.837713857165945708e-01
-3.679489554000207191e-02,2.112508543061004246e-02,8.154989562215128607e-02
-1.494457641880680455e-02,2.113333013594819593e-02,4.794690911822642176e-01
