-3.095267637175903516e-02,2.314099158627403591e-02,1.810369276363206215e-01
-6.837524533204989048e-03,2.295780774524993142e-02,7.658328946422101602e-01
-2.010790466624299069e-02,2.334472118138528410e-02,3.890469780483254425e-01
-6.359584545881497020e-02,2.301359412225693901e-02,5.720201229378362069e-03
-2.835889421567433857e-02,2.370318428280081963e-02,2.315338444538033169e-01
-7.773691915836757060e-02,2.101113291988962462e-02,2.157722913654432269e-04
-4.018959624757241500e-02,2.114451806832688338e-02,5.734001227789461974e-02
-4.904680861182324908e-02,2.099616299114006115e-02,1.949180783782373041e-02
-3.907409964716340028e-02,2.114931104094060557e-02,6.466959058404185556e-02
-4.612947100598332323e-02,2.114448931327459966e-02,2.913678531173630529e-02
-1.785856771050592720e-02,2.360371196882521741e-02,4.492895607735328811e-01
-5.780051872501648647e-03,2.115543830546303544e-02,7.846854505458832341e-01
-6.151335601613568127e-02,2.305717940057309262e-02,7.633577001242582323e-03
-6.374375866420613213e-02,2.221880928681416525e-02,4.118893032639425224e-03
-2.135290175829620066e-02,2.247489302511024994e-02,3.420726131233610134e-01
-9.206131352646880484e-02,2.116694711573186699e-02,1.365754089226916060e-05
-3.204813586007797949e-02,2.246553128380092412e-02,1.537105154218293412e-01
-4.702869360288441936e-02,2.193188781525490932e-02,3.200832172709955348e-02
-7.043952340166308168e-02,2.107909024755675112e-02,8.327372788714094238e-04
-4.849194431366009306e-02,2.261716440419815621e-02,3.203025171353850870e-02
1.283024422003862207e-02,2.299168052766866269e-02,5.768180557667281771e-01
-5.975361953004430793e-02,2.258773969699723674e-02,8.159426215221367643e-03
-6.204009745340586385e-02,2.357599831416705427e-02,8.501037513847981009e-03
-1.562483438466687885e-02,2.117633394014073814e-02,4.606091531832806618e-01
-4.359639427352777347e-02,2.335463127223814245e-02,6.194167454792042643e-02
-3.341573100190240592e-02,2.115332002385844623e-02,1.141774122410977033e-01
-2.823667373910265094e-02,2.217622474202694122e-02,2.029166169111741302e-01
-7.273359997014956779e-02,2.176408368127924486e-02,8.320415719892734893e-04
-2.494605701943291773e-02,2.104138959938890718e-02,2.357918409211428035e-01
-4.431995861242575552e-02,2.303677574079499024e-02,5.436980901312224446e-02
8.722961723827439822e-04,2.350504676345921418e-02,9.703964883832958410e-01
-9.241361783263594976e-02,2.097732543032513469e-02,1.055863375608966019e-05
-6.062710763897296434e-02,2.101319206163729247e-02,3.911741866286106914e-03
-3.018632649138647955e-02,2.134866026558601693e-02,1.573712428732513269e-01
-1.850616487401585478e-02,2.326650037067184637e-02,4.263810979059786677e-01
-3.229098145390469493e-02,2.278029722625200121e-02,1.563379468890287449e-01
2.290497232703352960e-03,2.127231484164719341e-02,9.142534740016980965e-01
-2.078101736675042055e-02,2.114335720162702908e-02,3.256750127025738184e-01
-4.954773975317181695e-02,2.105536575058280374e-02,1.861201841595644391e-02
-6.564529191890471072e-02,2.104848788015937361e-02,1.816106112230318412e-03
-3.955659651904089302e-02,2.183972987640312932e-02,7.010651320557764743e-02
-5.050931428878974172e-02,2.116068361300424416e-02,1.698919355143580986e-02
-2.412542047171950879e-02,2.303729288829851896e-02,2.949919860506116098e-01
-1.564881197318297723e-02,2.342459914352798891e-02,5.041014445963044599e-01
-5.924783525065318440e-02,2.388155706072926307e-02,1.310498962076773154e-02
-2.740316359638802698e-02,2.111342505350825155e-02,1.943208989112197305e-01
-5.299577040258880711e-02,2.317429547947151558e-02,2.220550512920499084e-02
