1,1,0,.0095237996,1,6,1,0,0,0,0,4,4003,0,.31034482,-1.685958,-.20630293,-.28715771,1.0456041,1.5981989
1,1,0,.0095237996,0,20,0,0,1,0,0,4,4003,0,0,0,0,0,0,0
1,1,1,.0095237996,0,2,0,1,0,0,0,4,4003,0,0,0,0,0,0,0
1,2,0,.0095237996,0,20,0,0,1,0,0,4,4003,0,0,0,0,0,0,0
1,2,0,.0095237996,1,6,1,0,0,0,0,4,4003,0,.31034482,-1.685958,-.20630293,-.28715771,1.0456041,1.5981989
1,2,1,.0095237996,0,2,0,1,0,0,0,4,4003,0,0,0,0,0,0,0
1,3,0,.0095237996,0,20,0,0,1,0,0,4,4003,0,0,0,0,0,0,0
1,3,0,.0095237996,1,6,1,0,0,0,0,4,4003,0,.31034482,-1.685958,-.20630293,-.28715771,1.0456041,1.5981989
1,3,1,.0095237996,0,2,0,1,0,0,0,4,4003,0,0,0,0,0,0,0
1,4,0,.0095237996,0,20,0,0,1,0,0,4,4003,0,0,0,0,0,0,0
1,4,0,.0095237996,1,6,1,0,0,0,0,4,4003,0,.31034482,-1.685958,-.20630293,-.28715771,1.0456041,1.5981989
1,4,1,.0095237996,0,2,0,1,0,0,0,4,4003,0,0,0,0,0,0,0
1,5,0,.0095237996,0,20,0,0,1,0,0,4,4003,0,0,0,0,0,0,0
1,5,0,.0095237996,1,6,1,0,0,0,0,4,4003,0,.31034482,-1.685958,-.20630293,-.28715771,1.0456041,1.5981989
1,5,1,.0095237996,0,2,0,1,0,0,0,4,4003,0,0,0,0,0,0,0
1,6,0,.0095237996,1,6,1,0,0,0,0,4,4003,0,.31034482,-1.685958,-.20630293,-.28715771,1.0456041,1.5981989
1,6,0,.0095237996,0,20,0,0,1,0,0,4,4003,0,0,0,0,0,0,0
1,6,1,.0095237996,0,2,0,1,0,0,0,4,4003,0,0,0,0,0,0,0
1,7,0,.0095237996,0,20,0,0,1,0,0,4,4003,0,0,0,0,0,0,0
1,7,0,.0095237996,1,6,1,0,0,0,0,4,4003,0,.31034482,-1.685958,-.20630293,-.28715771,1.0456041,1.5981989
1,7,1,.0095237996,0,2,0,1,0,0,0,4,4003,0,0,0,0,0,0,0
1,8,0,.0095237996,1,6,1,0,0,0,0,4,4003,0,.31034482,-1.685958,-.20630293,-.28715771,1.0456041,1.5981989
1,8,0,.0095237996,0,20,0,0,1,0,0,4,4003,0,0,0,0,0,0,0
1,8,1,.0095237996,0,2,0,1,0,0,0,4,4003,0,0,0,0,0,0,0
1,9,0,.0095237996,1,6,1,0,0,0,0,4,4003,0,.31034482,-1.685958,-.20630293,-.28715771,1.0456041,1.5981989
1,9,0,.0095237996,0,20,0,0,1,0,0,4,4003,0,0,0,0,0,0,0
1,9,1,.0095237996,0,2,0,1,0,0,0,4,4003,0,0,0,0,0,0,0
1,10,0,.0095237996,1,6,1,0,0,0,0,4,4003,0,.31034482,-1.685958,-.20630293,-.28715771,1.0456041,1.5981989
1,10,0,.0095237996,0,20,0,0,1,0,0,4,4003,0,0,0,0,0,0,0
1,10,1,.0095237996,0,2,0,1,0,0,0,4,4003,0,0,0,0,0,0,0
1,11,0,.0095237996,1,6,1,0,0,0,0,4,4003,0,.31034482,-1.685958,-.20630293,-.28715771,1.0456041,1.5981989
1,11,0,.0095237996,0,20,0,0,1,0,0,4,4003,0,0,0,0,0,0,0
1,11,1,.0095237996,0,2,0,1,0,0,0,4,4003,0,0,0,0,0,0,0
1,12,0,.0095237996,1,6,1,0,0,0,0,4,4003,0,.31034482,-1.685958,-.20630293,-.28715771,1.0456041,1.5981989
1,12,0,.0095237996,0,20,0,0,1,0,0,4,4003,0,0,0,0,0,0,0
1,12,1,.0095237996,0,2,0,1,0,0,0,4,4003,0,0,0,0,0,0,0
1,13,0,.0095237996,0,20,0,0,1,0,0,4,4003,0,0,0,0,0,0,0
1,13,0,.0095237996,1,6,1,0,0,0,0,4,4003,0,.31034482,-1.685958,-.20630293,-.28715771,1.0456041,1.5981989
1,13,1,.0095237996,0,2,0,1,0,0,0,4,4003,0,0,0,0,0,0,0
1,14,0,.0095237996,1,6,1,0,0,0,0,4,4003,0,.31034482,-1.685958,-.20630293,-.28715771,1.0456041,1.5981989
1,14,0,.0095237996,0,20,0,0,1,0,0,4,4003,0,0,0,0,0,0,0
1,14,1,.0095237996,0,2,0,1,0,0,0,4,4003,0,0,0,0,0,0,0
1,15,0,.0095237996,1,6,1,0,0,0,0,4,4003,0,.31034482,-1.685958,-.20630293,-.28715771,1.0456041,1.5981989
1,15,0,.0095237996,0,20,0,0,1,0,0,4,4003,0,0,0,0,0,0,0
1,15,1,.0095237996,0,2,0,1,0,0,0,4,4003,0,0,0,0,0,0,0
1,16,0,.0095237996,1,6,1,0,0,0,0,4,4003,0,.31034482,-1.685958,-.20630293,-.28715771,1.0456041,1.5981989
1,16,0,.0095237996,0,20,0,0,1,0,0,4,4003,0,0,0,0,0,0,0
1,16,1,.0095237996,0,2,0,1,0,0,0,4,4003,0,0,0,0,0,0,0
1,17,0,.0095237996,0,20,0,0,1,0,0,4,4003,0,0,0,0,0,0,0
1,17,0,.0095237996,1,6,1,0,0,0,0,4,4003,0,.31034482,-1.685958,-.20630293,-.28715771,1.0456041,1.5981989
1,17,1,.0095237996,0,2,0,1,0,0,0,4,4003,0,0,0,0,0,0,0
1,18,0,.0095237996,0,20,0,0,1,0,0,4,4003,0,0,0,0,0,0,0
1,18,0,.0095237996,1,6,1,0,0,0,0,4,4003,0,.31034482,-1.685958,-.20630293,-.28715771,1.0456041,1.5981989
1,18,1,.0095237996,0,2,0,1,0,0,0,4,4003,0,0,0,0,0,0,0
1,19,0,.0095237996,1,6,1,0,0,0,0,4,4003,0,.31034482,-1.685958,-.20630293,-.28715771,1.0456041,1.5981989
1,19,0,.0095237996,0,20,0,0,1,0,0,4,4003,0,0,0,0,0,0,0
1,19,1,.0095237996,0,2,0,1,0,0,0,4,4003,0,0,0,0,0,0,0
1,20,0,.0095237996,0,20,0,0,1,0,0,4,4003,0,0,0,0,0,0,0
1,20,0,.0095237996,1,6,1,0,0,0,0,4,4003,0,.31034482,-1.685958,-.20630293,-.28715771,1.0456041,1.5981989
1,20,1,.0095237996,0,2,0,1,0,0,0,4,4003,0,0,0,0,0,0,0
1,21,0,.0095237996,1,6,1,0,0,0,0,4,4003,0,.31034482,-1.685958,-.20630293,-.28715771,1.0456041,1.5981989
1,21,0,.0095237996,0,20,0,0,1,0,0,4,4003,0,0,0,0,0,0,0
1,21,1,.0095237996,0,2,0,1,0,0,0,4,4003,0,0,0,0,0,0,0
1,22,0,.0095237996,1,6,1,0,0,0,0,4,4003,0,.31034482,-1.685958,-.20630293,-.28715771,1.0456041,1.5981989
1,22,0,.0095237996,0,20,0,0,1,0,0,4,4003,0,0,0,0,0,0,0
1,22,1,.0095237996,0,2,0,1,0,0,0,4,4003,0,0,0,0,0,0,0
1,23,0,.0095237996,1,6,1,0,0,0,0,4,4003,0,.31034482,-1.685958,-.20630293,-.28715771,1.0456041,1.5981989
1,23,0,.0095237996,0,20,0,0,1,0,0,4,4003,0,0,0,0,0,0,0
1,23,1,.0095237996,0,2,0,1,0,0,0,4,4003,0,0,0,0,0,0,0
1,24,0,.0095237996,0,20,0,0,1,0,0,4,4003,0,0,0,0,0,0,0
1,24,0,.0095237996,1,6,1,0,0,0,0,4,4003,0,.31034482,-1.685958,-.20630293,-.28715771,1.0456041,1.5981989
1,24,1,.0095237996,0,2,0,1,0,0,0,4,4003,0,0,0,0,0,0,0
1,25,0,.0095237996,0,20,0,0,1,0,0,4,4003,0,0,0,0,0,0,0
1,25,0,.0095237996,1,6,1,0,0,0,0,4,4003,0,.31034482,-1.685958,-.20630293,-.28715771,1.0456041,1.5981989
1,25,1,.0095237996,0,2,0,1,0,0,0,4,4003,0,0,0,0,0,0,0
1,26,0,.0095237996,1,6,1,0,0,0,0,4,4003,0,.31034482,-1.685958,-.20630293,-.28715771,1.0456041,1.5981989
1,26,0,.0095237996,0,20,0,0,1,0,0,4,4003,0,0,0,0,0,0,0
1,26,1,.0095237996,0,2,0,1,0,0,0,4,4003,0,0,0,0,0,0,0
1,27,0,.0095237996,1,6,1,0,0,0,0,4,4003,0,.31034482,-1.685958,-.20630293,-.28715771,1.0456041,1.5981989
1,27,0,.0095237996,0,20,0,0,1,0,0,4,4003,0,0,0,0,0,0,0
1,27,1,.0095237996,0,2,0,1,0,0,0,4,4003,0,0,0,0,0,0,0
1,28,0,.0095237996,1,6,1,0,0,0,0,4,4003,0,.31034482,-1.685958,-.20630293,-.28715771,1.0456041,1.5981989
1,28,0,.0095237996,0,20,0,0,1,0,0,4,4003,0,0,0,0,0,0,0
1,28,1,.0095237996,0,2,0,1,0,0,0,4,4003,0,0,0,0,0,0,0
1,29,0,.0095237996,0,20,0,0,1,0,0,4,4003,0,0,0,0,0,0,0
1,29,0,.0095237996,1,6,1,0,0,0,0,4,4003,0,.31034482,-1.685958,-.20630293,-.28715771,1.0456041,1.5981989
1,29,1,.0095237996,0,2,0,1,0,0,0,4,4003,0,0,0,0,0,0,0
1,30,0,.0095237996,0,20,0,0,1,0,0,4,4003,0,0,0,0,0,0,0
1,30,0,.0095237996,1,6,1,0,0,0,0,4,4003,0,.31034482,-1.685958,-.20630293,-.28715771,1.0456041,1.5981989
1,30,1,.0095237996,0,2,0,1,0,0,0,4,4003,0,0,0,0,0,0,0
1,31,0,.0095237996,0,20,0,0,1,0,0,4,4003,0,0,0,0,0,0,0
1,31,0,.0095237996,1,6,1,0,0,0,0,4,4003,0,.31034482,-1.685958,-.20630293,-.28715771,1.0456041,1.5981989
1,31,1,.0095237996,0,2,0,1,0,0,0,4,4003,0,0,0,0,0,0,0
1,32,0,.0095237996,1,6,1,0,0,0,0,4,4003,0,.31034482,-1.685958,-.20630293,-.28715771,1.0456041,1.5981989
1,32,0,.0095237996,0,20,0,0,1,0,0,4,4003,0,0,0,0,0,0,0
1,32,1,.0095237996,0,2,0,1,0,0,0,4,4003,0,0,0,0,0,0,0
1,33,0,.0095237996,1,6,1,0,0,0,0,4,4003,0,.31034482,-1.685958,-.20630293,-.28715771,1.0456041,1.5981989
1,33,0,.0095237996,0,20,0,0,1,0,0,4,4003,0,0,0,0,0,0,0
1,33,1,.0095237996,0,2,0,1,0,0,0,4,4003,0,0,0,0,0,0,0
1,34,0,.0095237996,1,6,1,0,0,0,0,4,4003,0,.31034482,-1.685958,-.20630293,-.28715771,1.0456041,1.5981989
1,34,0,.0095237996,0,20,0,0,1,0,0,4,4003,0,0,0,0,0,0,0
1,34,1,.0095237996,0,2,0,1,0,0,0,4,4003,0,0,0,0,0,0,0
1,35,0,.0095237996,0,20,0,0,1,0,0,4,4003,0,0,0,0,0,0,0
1,35,0,.0095237996,1,6,1,0,0,0,0,4,4003,0,.31034482,-1.685958,-.20630293,-.28715771,1.0456041,1.5981989
1,35,1,.0095237996,0,2,0,1,0,0,0,4,4003,0,0,0,0,0,0,0
2,36,0,.0081300996,0,42,0,0,1,0,0,4,4006,0,0,0,0,0,0,0
2,36,0,.0081300996,0,22,0,0,1,0,0,4,4006,0,0,0,0,0,0,0
